key,id,name,organization_id,organization_name,client_id,status,description,phone_number,website,culture_code,alternate_name,address,city,state_province,postal_code,city (from Postal_Code),latitude,longitude,coordinates/0,coordinates/1,coordinates/2,coordinates/3,coordinates/4,coordinates/5,resource_type,category,parent_id (from Category),id2,OAK? (from Resources_OAK),city_id,city_id_old,neighborhood_id,name (from Neighborhood),geocode_neighborhood,last_scraped
38904123en,38904123,Highland Campus,38899188,ALAMEDA HEALTH SYSTEM (AHS),2376,ACTIVE,"Alameda County 24-hour Emergency Trauma Center and a nationally recognized Sexual Assault Center. Provides acute inpatient and outpatient medical care with services located throughout the County. Offers outpatient medical clinics, including internal medicine, cardiac care, dermatology, chest diagnostic, hematology, endocrinology, neurosurgery, neurology, allergy, urology, renal care, gastroenterology, oncology, hypertension and arthritis care.&nbsp; Offers pediatrics, obstetrics, family planning, prenatal teaching and Lamaze classes. Provides surgery outpatient clinics, including general dental, oral surgery, gynecology, abortion (up to 12 weeks), ophthalmology, general orthopedics, ear-nose-throat (ENT), podiatry and general surgery. Offers laboratory services, pharmacy, physical therapy, radiology, breast and cervical cancer screening, mammography and respiratory care (inhalation therapy).&nbsp; AIDS DRUG ASSISTANCE PROGRAM (ADAP) provides AIDS medication at no charge to residents of Alameda County that have an income of less than $50,000, are not Medi-Cal recipients and have a prescription from a doctor.&nbsp; ADULT IMMUNOLOGY CLINIC for persons with HIV/AIDS offers a comprehensive range of services, including drug trials, counseling and education/training for hospital staff and patients. Drop-in Clinic and Alternative Test Sites (ATS) offer HIV Antibody testing. Call for more information.&nbsp; WOMEN'S CLINIC, 510-437-6478, provides gynecology, obstetrics, family planning, prenatal education, abortions (up to 12 weeks), and breast and cancer screening.",510-437-4800,www.alamedahealthsystem.org,en,, , ,California, ,,37.80294,-122.20632,"37.80294, -122.20632",,,,,,Program,5570,5322,38904123,1 checked out of 1,1,,,,,2020-07-04 21:48:22
38904133en,38904133,Eastmont Wellness Center,38899188,ALAMEDA HEALTH SYSTEM (AHS),2376,ACTIVE,"Provides orthopedic care, dermatology and ophthalmology services, and other specialized care. Its 16 examination rooms include a multi-use clinic and orthopedic cast room. Eastmont also provides pediatric and adult dentistry. Other offerings include adult primary care, pediatrics, medical counseling, immunizations, lab work, radiology, digital retinal screening, TB screening, podiatry and nutrition services.&nbsp; Eastmont Wellness offers essential womens health services including gynecology, mammograms and family planning. Obstetric and prenatal care includes lab tests, health evaluations, physical exams and nutritional guidance, with caregiver teams made up of a midwife, doctor, social worker, nutritionist and health educator. Prenatal classes and entering&nbsp;services (such as learning care skills and mother support networks) in group and individual care settings are also available.",510-567-5700,www.eastmontahs.org,en,, , ,California, ,,37.762734,-122.157057,"37.762734, -122.157057",,,,,,Program,5567,5322,38904133,1 checked out of 1,1,,,,,2020-07-04 21:48:08
38904147en,38904147,"WIC - Women, Infants, and Children ",38899189,ALAMEDA COUNTY PUBLIC HEALTH DEPARTMENT (ACPHD) COMMUNITY HEALTH SERVICES,2376,ACTIVE,"<span style=""color:#FF0000""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">NOTE: New WIC food choices during COVID-19 Pandemic<br />o Find newly authorized WIC foods by scanning barcodes using WIC App (download at the Google Play Store or Apple App Store)<br />o If WIC foods are out of stock at your local authorized grocer, use the WIC Grocer Search to find other stores:<br /><a href=""https://m.wic.ca.gov/Grocers/GrocerSearch.aspx"">https://m.wic.ca.gov/Grocers/GrocerSearch.aspx</a><br />o In-person office visits suspended until April 7th<br />o Apply for WIC by phone<br />o All appointments conducted by phone<br />o Benefits issued remotely<br />Posted: 4/23/2020, 2:19 PM, ar&nbsp;<br /><br />NOTE: Hours of Operation: M - F, 8:30 AM - 5:00 PM<br />Contact Number: 510-595-6400<br />Posted: 5/14/2020, 10:14 AM, ar</span></span></span><br /><br /><br />Supplemental nutrition program for pregnant and breastfeeding women, infants and children under 5. Offers nutrition information, group sessions, and food coupons for individuals in need. Also provides breastfeeding classes, Breastfeeding Help Line, breast pumps and lactation consultants. BREASTFEEDING HELP LINES AT WIC: Call for advice from a WIC Breastfeeding Counselor during business hours. Please call the WIC office where WIC assistance is usually received. These sites have separate Breastfeeding Help Lines: TELEGRAPH. EASTMONT, HAYWARD and FREMONT: 510-595-6470.",510-595-6400,,en,,"7200 Bancroft Avenue, Suite 204",Oakland,California,94605,Oakland,37.762734,-122.157057,"37.762734, -122.157057","37.633771, -122.061914","37.526811, -121.964908","37.835713, -122.263515",,,Program,3521,3493,38904147,1 checked out of 1,1,1,5,Lower Hills,Oak Knoll Golf Links,2020-07-04 21:47:51
38904147en,38904147,"WIC - Women, Infants, and Children ",38899189,ALAMEDA COUNTY PUBLIC HEALTH DEPARTMENT (ACPHD) COMMUNITY HEALTH SERVICES,2376,ACTIVE,"<span style=""color:#FF0000""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">NOTE: New WIC food choices during COVID-19 Pandemic<br />o Find newly authorized WIC foods by scanning barcodes using WIC App (download at the Google Play Store or Apple App Store)<br />o If WIC foods are out of stock at your local authorized grocer, use the WIC Grocer Search to find other stores:<br /><a href=""https://m.wic.ca.gov/Grocers/GrocerSearch.aspx"">https://m.wic.ca.gov/Grocers/GrocerSearch.aspx</a><br />o In-person office visits suspended until April 7th<br />o Apply for WIC by phone<br />o All appointments conducted by phone<br />o Benefits issued remotely<br />Posted: 4/23/2020, 2:19 PM, ar&nbsp;<br /><br />NOTE: Hours of Operation: M - F, 8:30 AM - 5:00 PM<br />Contact Number: 510-595-6400<br />Posted: 5/14/2020, 10:14 AM, ar</span></span></span><br /><br /><br />Supplemental nutrition program for pregnant and breastfeeding women, infants and children under 5. Offers nutrition information, group sessions, and food coupons for individuals in need. Also provides breastfeeding classes, Breastfeeding Help Line, breast pumps and lactation consultants. BREASTFEEDING HELP LINES AT WIC: Call for advice from a WIC Breastfeeding Counselor during business hours. Please call the WIC office where WIC assistance is usually received. These sites have separate Breastfeeding Help Lines: TELEGRAPH. EASTMONT, HAYWARD and FREMONT: 510-595-6470.",510-595-6400,,en,,"7200 Bancroft Avenue, Suite 204",Oakland,California,94605,Oakland,37.762734,-122.157057,"37.762734, -122.157057","37.633771, -122.061914","37.526811, -121.964908","37.835713, -122.263515",,,Program,5571,5322,38904147,1 checked out of 1,1,1,5,Lower Hills,Oak Knoll Golf Links,2020-07-04 21:48:27
38904160en,38904160,Aphasia Center of California,38899027,,2376,ACTIVE,"Encourages and expands communication and psychological well-being for people affected by aphasia. Provide nine communication treatment groups, reading and writing groups and caregiver groups. Second opinion evaluations are also available. Participants at the Aphasia Center determine own treatment program from the array of services.",510-336-0112,www.aphasiacenter.org,en,,,,California,,,,,"37.81138, -122.2613",,,,,,Program,5584,5566,38904160,1 checked out of 1,1,,,,,2020-07-04 21:49:18
38904199en,38904199,Ariel Outreach Mission,38899055,,2376,ACTIVE,"Provides emergency transitional housing to clean and sober females with or without small children that are small enough to sleep with mother. No men allowed at site for any reason. However, services for men are available. Men can call the agency number for social service assistance. Also, have other housing options for seniors, parolees and individual with drug issues and/or mental or just anyone who is homeless or in need. Some clients may need to be set up with a payee agency to receive housing assistance. All callers must meet criteria and pass assessment for consideration for entry to shelter or for assistance.<br /><br />WEEKDAY AND WEEKEND POLICIES:<br />Mondays takes calls for those who can pay on weekday who need assistance today (Monday) same day. Tuesdays to Fridays begin taking calls after 9:30am until 5pm. Women must be willing to pay at time of entry and be okay with sharing common area of the home. If no income women will be referred to other shelters that they will have to call until there is an opening or place their name on a wait list. Emergency Transitional Housing available up to 21 days. Fridays, Saturdays, and Sundays,<br /><br />IF BED IS AVAILABLE: Shelter services are free if client meets criteria. Fridays and Saturdays start taking calls for shelter at 5pm. Sundays start taking calls at 6am-8am. All candidates that meet criteria and are approved to stay on a Sunday must get to the site by or before 9am sharp no exceptions. Candidates with income can call anytime or day after 9:30am up to 6pm. All weekend shelter clients must exit facility by or before 7:30am on Monday. If client wish to stay longer, client must be willing to pay for the up to 21 day program. See fees eligibility; will refer to other shelters sites if no availability.<br /><br />ASSESSMENT/INTAKE PHONE HOURS:<br />Mondays closed unless able to pay same day (Monday). See fee section for requirements and eligibility; Tuesdays-Fridays 9am-5pm; take calls after hours only if client income and need same-night intake for same night emergency transitional housing; See fee section for requirements and eligibility; Fridays-Saturdays will take calls for shelter services from 5pm-6pm for shelter services must meet criteria. Sundays will take calls from 6am-8am.<br /><br />Also provides food distribution the 2nd and 4th of each month from 12pm to 1pm, first come, first served, must call first to reserve food.",510-978-5844,http://www.arielom.org/,en,,PO Box 5035,Oakland,California,94605,Oakland,37.762734,-122.157057,"37.762734, -122.157057",,,,,,Program,5556,3493,38904199,1 checked out of 1,1,1,5,Lower Hills,Oak Knoll Golf Links,2020-07-04 21:48:00
38904199en,38904199,Ariel Outreach Mission,38899055,,2376,ACTIVE,"Provides emergency transitional housing to clean and sober females with or without small children that are small enough to sleep with mother. No men allowed at site for any reason. However, services for men are available. Men can call the agency number for social service assistance. Also, have other housing options for seniors, parolees and individual with drug issues and/or mental or just anyone who is homeless or in need. Some clients may need to be set up with a payee agency to receive housing assistance. All callers must meet criteria and pass assessment for consideration for entry to shelter or for assistance.<br /><br />WEEKDAY AND WEEKEND POLICIES:<br />Mondays takes calls for those who can pay on weekday who need assistance today (Monday) same day. Tuesdays to Fridays begin taking calls after 9:30am until 5pm. Women must be willing to pay at time of entry and be okay with sharing common area of the home. If no income women will be referred to other shelters that they will have to call until there is an opening or place their name on a wait list. Emergency Transitional Housing available up to 21 days. Fridays, Saturdays, and Sundays,<br /><br />IF BED IS AVAILABLE: Shelter services are free if client meets criteria. Fridays and Saturdays start taking calls for shelter at 5pm. Sundays start taking calls at 6am-8am. All candidates that meet criteria and are approved to stay on a Sunday must get to the site by or before 9am sharp no exceptions. Candidates with income can call anytime or day after 9:30am up to 6pm. All weekend shelter clients must exit facility by or before 7:30am on Monday. If client wish to stay longer, client must be willing to pay for the up to 21 day program. See fees eligibility; will refer to other shelters sites if no availability.<br /><br />ASSESSMENT/INTAKE PHONE HOURS:<br />Mondays closed unless able to pay same day (Monday). See fee section for requirements and eligibility; Tuesdays-Fridays 9am-5pm; take calls after hours only if client income and need same-night intake for same night emergency transitional housing; See fee section for requirements and eligibility; Fridays-Saturdays will take calls for shelter services from 5pm-6pm for shelter services must meet criteria. Sundays will take calls from 6am-8am.<br /><br />Also provides food distribution the 2nd and 4th of each month from 12pm to 1pm, first come, first served, must call first to reserve food.",510-978-5844,http://www.arielom.org/,en,,PO Box 5035,Oakland,California,94605,Oakland,37.762734,-122.157057,"37.762734, -122.157057",,,,,,Program,5551,5320,38904199,1 checked out of 1,1,1,5,Lower Hills,Oak Knoll Golf Links,2020-07-04 21:47:28
38904199en,38904199,Ariel Outreach Mission,38899055,,2376,ACTIVE,"Provides emergency transitional housing to clean and sober females with or without small children that are small enough to sleep with mother. No men allowed at site for any reason. However, services for men are available. Men can call the agency number for social service assistance. Also, have other housing options for seniors, parolees and individual with drug issues and/or mental or just anyone who is homeless or in need. Some clients may need to be set up with a payee agency to receive housing assistance. All callers must meet criteria and pass assessment for consideration for entry to shelter or for assistance.<br /><br />WEEKDAY AND WEEKEND POLICIES:<br />Mondays takes calls for those who can pay on weekday who need assistance today (Monday) same day. Tuesdays to Fridays begin taking calls after 9:30am until 5pm. Women must be willing to pay at time of entry and be okay with sharing common area of the home. If no income women will be referred to other shelters that they will have to call until there is an opening or place their name on a wait list. Emergency Transitional Housing available up to 21 days. Fridays, Saturdays, and Sundays,<br /><br />IF BED IS AVAILABLE: Shelter services are free if client meets criteria. Fridays and Saturdays start taking calls for shelter at 5pm. Sundays start taking calls at 6am-8am. All candidates that meet criteria and are approved to stay on a Sunday must get to the site by or before 9am sharp no exceptions. Candidates with income can call anytime or day after 9:30am up to 6pm. All weekend shelter clients must exit facility by or before 7:30am on Monday. If client wish to stay longer, client must be willing to pay for the up to 21 day program. See fees eligibility; will refer to other shelters sites if no availability.<br /><br />ASSESSMENT/INTAKE PHONE HOURS:<br />Mondays closed unless able to pay same day (Monday). See fee section for requirements and eligibility; Tuesdays-Fridays 9am-5pm; take calls after hours only if client income and need same-night intake for same night emergency transitional housing; See fee section for requirements and eligibility; Fridays-Saturdays will take calls for shelter services from 5pm-6pm for shelter services must meet criteria. Sundays will take calls from 6am-8am.<br /><br />Also provides food distribution the 2nd and 4th of each month from 12pm to 1pm, first come, first served, must call first to reserve food.",510-978-5844,http://www.arielom.org/,en,,PO Box 5035,Oakland,California,94605,Oakland,37.762734,-122.157057,"37.762734, -122.157057",,,,,,Program,5550,5320,38904199,1 checked out of 1,1,1,5,Lower Hills,Oak Knoll Golf Links,2020-07-04 21:47:23
38904238en,38904238,Early Intervention Services,38898578,EAST BAY COMMUNITY RECOVERY PROJECT (EBCRP),2376,ACTIVE,"HIV/AIDS and Hepatitis C care and prevention. Out patient services including support and education for persons at risk or already testing positive for HIV and Hepatitis C. Counselors and case managers are available to support clients. Trained outreach prevention workers also provide free, anonymous rapid HIV and Hepatitis C testing.",510-446-7193,www.ebcrp.org,en,,2577 San Pablo Avenue,Oakland,California,94612,Oakland,37.81018,-122.269073,"37.81018, -122.269073",,,,,,Program,5578,5566,38904238,1 checked out of 1,1,1,1,Chinatown and Central,Downtown Oakland,2020-07-04 21:49:00
38904239en,38904239,Day Support,38898578,EAST BAY COMMUNITY RECOVERY PROJECT (EBCRP),2376,ACTIVE,"Provides a half-day program for individuals with a co-occurring (mental illness and substance use problems). The program operates Monday-Friday, 8-12. It is a group modality focusing on mental illness recovery, substance abuse recovery, independent living skills and symptom management. Also provides art therapy, coping skills, field trips and drug testing.",510-446-7180,www.ebcrp.org,en,,2577 San Pablo Avenue,Oakland,California,94612,Oakland,37.81018,-122.269073,"37.81018, -122.269073",,,,,,Program,5561,5323,38904239,1 checked out of 1,1,1,1,Chinatown and Central,Downtown Oakland,2020-07-04 21:49:44
38904239en,38904239,Day Support,38898578,EAST BAY COMMUNITY RECOVERY PROJECT (EBCRP),2376,ACTIVE,"Provides a half-day program for individuals with a co-occurring (mental illness and substance use problems). The program operates Monday-Friday, 8-12. It is a group modality focusing on mental illness recovery, substance abuse recovery, independent living skills and symptom management. Also provides art therapy, coping skills, field trips and drug testing.",510-446-7180,www.ebcrp.org,en,,2577 San Pablo Avenue,Oakland,California,94612,Oakland,37.81018,-122.269073,"37.81018, -122.269073",,,,,,Program,5562,5323,38904239,1 checked out of 1,1,1,1,Chinatown and Central,Downtown Oakland,2020-07-04 21:49:48
38904239en,38904239,Day Support,38898578,EAST BAY COMMUNITY RECOVERY PROJECT (EBCRP),2376,ACTIVE,"Provides a half-day program for individuals with a co-occurring (mental illness and substance use problems). The program operates Monday-Friday, 8-12. It is a group modality focusing on mental illness recovery, substance abuse recovery, independent living skills and symptom management. Also provides art therapy, coping skills, field trips and drug testing.",510-446-7180,www.ebcrp.org,en,,2577 San Pablo Avenue,Oakland,California,94612,Oakland,37.81018,-122.269073,"37.81018, -122.269073",,,,,,Program,5563,5323,38904239,1 checked out of 1,1,1,1,Chinatown and Central,Downtown Oakland,2020-07-04 21:49:53
38904239en,38904239,Day Support,38898578,EAST BAY COMMUNITY RECOVERY PROJECT (EBCRP),2376,ACTIVE,"Provides a half-day program for individuals with a co-occurring (mental illness and substance use problems). The program operates Monday-Friday, 8-12. It is a group modality focusing on mental illness recovery, substance abuse recovery, independent living skills and symptom management. Also provides art therapy, coping skills, field trips and drug testing.",510-446-7180,www.ebcrp.org,en,,2577 San Pablo Avenue,Oakland,California,94612,Oakland,37.81018,-122.269073,"37.81018, -122.269073",,,,,,Program,5564,5323,38904239,1 checked out of 1,1,1,1,Chinatown and Central,Downtown Oakland,2020-07-04 21:49:58
38904268en,38904268,East Oakland,38899194,LIFELONG MEDICAL CARE,2376,ACTIVE,"Offers primary medical care for adults age 21 or over. Services include screening and evaluations, preventive health services, podiatry (foot) care, and referrals for specialty care. Specialty areas include chronic disease management and treatment of Alzheimer's Disease and other dementias. Psychosocial services, including assessments, home visits, psychotherapy and chemical dependency assessment, are also available. Preventive services include nutrition counseling, weight management and smoking cessation and education programs. Target group includes adult geriatric patients with complex needs, and uninsured persons age 55 and over.",510-981-4100,www.lifelongmedical.org,en,,"10700 MacArthur Blvd, Suite 14B, Foothill Square",Oakland,California,94605,Oakland,37.762734,-122.157057,"37.762734, -122.157057",,,,,,Program,5578,5566,38904268,1 checked out of 1,1,1,5,Lower Hills,Oak Knoll Golf Links,2020-07-04 21:49:00
38904268en,38904268,East Oakland,38899194,LIFELONG MEDICAL CARE,2376,ACTIVE,"Offers primary medical care for adults age 21 or over. Services include screening and evaluations, preventive health services, podiatry (foot) care, and referrals for specialty care. Specialty areas include chronic disease management and treatment of Alzheimer's Disease and other dementias. Psychosocial services, including assessments, home visits, psychotherapy and chemical dependency assessment, are also available. Preventive services include nutrition counseling, weight management and smoking cessation and education programs. Target group includes adult geriatric patients with complex needs, and uninsured persons age 55 and over.",510-981-4100,www.lifelongmedical.org,en,,"10700 MacArthur Blvd, Suite 14B, Foothill Square",Oakland,California,94605,Oakland,37.762734,-122.157057,"37.762734, -122.157057",,,,,,Program,5567,5322,38904268,1 checked out of 1,1,1,5,Lower Hills,Oak Knoll Golf Links,2020-07-04 21:48:08
38904274en,38904274,Oakland-Pathways to Wellness,38899093,BECTON HEALTHCARE RESOURCES - PATHWAYS TO WELLNESS,2376,ACTIVE,"<span style=""color:#FF0000"">Notes: Telephonic assesment only, no in person assesments at the moment. Posted 4-15-2020 12:13pm SMR</span><br /><br />Provides outpatient mental health assessment, individual and family therapy, medication management, and case management.",800-975-7284 (PATH),www.pathwaystowellness.net,en,,,,,,,37.81018,-122.269073,"37.81018, -122.269073","37.590567, -122.046064","37.685314, -121.894812",,,,Program,5578,5566,38904274,1 checked out of 1,1,,,,,2020-07-04 21:49:00
38904274en,38904274,Oakland-Pathways to Wellness,38899093,BECTON HEALTHCARE RESOURCES - PATHWAYS TO WELLNESS,2376,ACTIVE,"<span style=""color:#FF0000"">Notes: Telephonic assesment only, no in person assesments at the moment. Posted 4-15-2020 12:13pm SMR</span><br /><br />Provides outpatient mental health assessment, individual and family therapy, medication management, and case management.",800-975-7284 (PATH),www.pathwaystowellness.net,en,,,,,,,37.81018,-122.269073,"37.81018, -122.269073","37.590567, -122.046064","37.685314, -121.894812",,,,Program,5579,5566,38904274,1 checked out of 1,1,,,,,2020-07-04 21:49:04
38904298en,38904298,Clinical Services for Criminal Justice Clients,38899112,"SHARPER FUTURE-PACIFIC FORENSIC PSYCHOLOGY ASSOCIATES, INC. ",2376,ACTIVE,"Provides clinical services to individuals involved with the criminal justice system, including violent and sexual offenders and persons with sexual compulsivity. Offers psychological assessment, and individual and group therapy. Serves adults. Also offers short and long-term treatment to offenders with mental health or substance abuse issues.","510-635-6622, Ext 120",www.sharperfuture.com,en,,,,California,,,,,"37.755967, -122.188088",,,,,,Program,5578,5566,38904298,1 checked out of 1,1,,,,,2020-07-04 21:49:00
38904311en,38904311,"One-Stop Center: Victims of Domestic Violence, Sexual Assault, Child Abuse and/or Elder Abuse, sexually exploited minors and stalking",38899122,ALAMEDA COUNTY FAMILY JUSTICE CENTER (ACFJC),2376,ACTIVE,"<span style=""color:#FF0000""><strong>NOTE:</strong> STILL IN OPERATION.&nbsp; NO WALK-INS.&nbsp; Intakes are over the phone.&nbsp; There is always a Navigator that will be assisting clients.<br />Posted: 3/30/2020; 12:37 PM, ar</span><br /><br />Acts as a one stop center for those victims of domestic violence, sexual assault, child abuse or elder abuse. Locates agencies/programs that provide intake and needs assessment, crisis intervention, case management, individual and group counseling, and civil legal help with restraining orders.<br /><br />&nbsp;",510-267-8800,www.acfjc.org,en,,,,,,,37.81018,-122.269073,"37.81018, -122.269073",,,,,,Program,5573,5566,38904311,1 checked out of 1,1,,,,,2020-07-04 21:48:40
38904331en,38904331,Clínica Alta Vista,38898668,LA CLINICA DE LA RAZA INC,2376,ACTIVE,"<span style=""color:#FF0000"">Note:&nbsp;</span><ul>	<li><span style=""color:#FF0000"">Greeters are posted at our front doors to ensure people with symptoms are directed appropriately and that our visitor policy is being maintained effectively.</span></li>	<li><span style=""color:#FF0000"">One parent can continue to accompany a child under the age of 18 years old to their appointment.&nbsp;<strong>However, any other children that are not being seen on that visit or other accompanying family members or others need to be stay home, wait outside, and will be asked to leave the clinic.</strong></span></li>	<li><span style=""color:#FF0000"">Essential caregivers are</span>	<ul>		<li><span style=""color:#FF0000"">Parents/guardians accompanying children under the age of 18 years old.</span></li>		<li><span style=""color:#FF0000"">Adult chaperones for vulnerable patients, such as elders, patients with mobility needs or other mental health/ medical conditions, chronic pain patients, etc.</span></li>	</ul>	</li></ul><ul>	<li><span style=""color:#FF0000""><strong>Medical sites</strong>&nbsp;are working to convert in-person appointments to telephone/video appointments, where possible. Staff may contact you before your appointment to coordinate your visit.</span></li>	<li><span style=""color:#FF0000""><strong>Dental clinics</strong>&nbsp;are only seeing patients with a dental emergency. Please call your dental provider if you are experiencing a dental emergency to coordinate your visit.</span></li>	<li><span style=""color:#FF0000""><strong>Behavioral Health</strong>&nbsp;– if you’re feeling anxious or not your normal self, that’s expected during this time. If you need additional support, please reach out:</span>	<ul>		<li><span style=""color:#FF0000"">All visits that usually take place in medical clinics will be done via telephone. Please call your behavioral health clinician to coordinate care. If you need to speak to someone right away or if you do not have a behavioral health clinician, please call your clinic.</span></li>	</ul>	</li></ul><span style=""color:#FF0000"">Posted: 4-29-2020 12:49pm SMR&nbsp;</span><br /><br />Clinica Alta Vista (CAV) teen health center specializes in providing comprehensive health care services for adolescents and young adults. All patients have access to&nbsp;their in-house social services. Also offers health education and nutrition counseling. For pregnant patients&nbsp;they provide options counseling, prenatal, postpartum and pediatric care. <a href=""http://www.laclinica.org/modelprog-centeringpreg.html"">Centering Program</a>&nbsp;gives vital support to young parents. Support includes a scholarship program for parents who stay in school. Services Include:<ul>	<li>Primary care medical services for adolescents and young adults. (Ages 12-23 however, currently registered patients can be seen for all available services up to the age of 25)</li>	<li>Physical exams</li>	<li>Nutrition and fitness promotion</li>	<li>Immunizations</li>	<li>Laboratory testing</li>	<li>Pap smears</li>	<li>Management of chronic illnesses</li>	<li>Prescriptions</li>	<li>Urgent care</li>	<li>Birth control and safe sex education</li>	<li>Diagnosis and treatment of sexually-transmitted and other infections</li>	<li>HIV testing - Now featuring rapid HIV tests!</li>	<li>Comprehensive prenatal care</li>	<li><a href=""http://www.laclinica.org/modelprog-centeringpreg.html"">Centering Program</a> group prenatal care</li>	<li>Sonogram nutritional counseling</li>	<li>Childbirth preparation classes</li>	<li>Delivery at Alta Bates Summit Medical Center</li>	<li>Breastfeeding education &amp; support.</li>	<li>Pediatric health care services for children of adolescents and young adults.</li>	<li>Behavioral health care services: Brief counseling</li>	<li>Crisis intervention</li>	<li>Case management linkage &amp;referrals</li>	<li>Counseling support/education groups</li>	<li>Pediatric/adolescent gynecology</li>	<li>Referrals to other specialty care as needed</li></ul>",510-535-6300,www.laclinica.org,en,,,,,,,,,"37.778403, -122.216989",,,,,,Program,5567,5322,38904331,1 checked out of 1,1,,,,,2020-07-04 21:48:08
38904341en,38904341,"WIC -  Women, Infants, and Children Program - Fruitvale Neighborhood",38898668,LA CLINICA DE LA RAZA INC,2376,ACTIVE,"<span style=""color:#FF0000""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">NOTE: New WIC food choices during COVID-19 Pandemic<br />o Find newly authorized WIC foods by scanning barcodes using WIC App (download at the Google Play Store or Apple App Store)<br />o If WIC foods are out of stock at your local authorized grocer, use the WIC Grocer Search to find other stores:<br /><a href=""https://m.wic.ca.gov/Grocers/GrocerSearch.aspx"">https://m.wic.ca.gov/Grocers/GrocerSearch.aspx</a><br />o In-person office visits suspended until April 7th<br />o Apply for WIC by phone<br />o All appointments conducted by phone<br />o Benefits issued remotely<br />Posted: 4/23/2020, 2:19 PM, ar</span></span></span><br /><br /><span style=""color:#FF0000""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">NOTE: Hours of Operation: M - F, 8:30 AM - 5:00 PM<br />Posted: 5/14/2020, 10:14 AM, ar</span></span></span><br /><br />Provides food vouchers for pregnant women and mothers with infants and children up to 5 years old. Offers one-on-one nutritional counseling, and group education on such topics as:<ul>	<li>breastfeeding</li>	<li>lead poisoning</li>	<li>childhood obesity</li></ul><br />Services include:<ul>	<li>Nutritional food vouchers</li>	<li>One-on-one nutritional counseling &amp; group education</li>	<li>Breastfeeding support</li>	<li>Farmers market voucher program</li></ul>",510-535-4110,www.laclinica.org,en,,,,,,,,,"37.778403, -122.216989",,,,,,Program,5571,5322,38904341,1 checked out of 1,1,,,,,2020-07-04 21:48:27
38904341en,38904341,"WIC -  Women, Infants, and Children Program - Fruitvale Neighborhood",38898668,LA CLINICA DE LA RAZA INC,2376,ACTIVE,"<span style=""color:#FF0000""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">NOTE: New WIC food choices during COVID-19 Pandemic<br />o Find newly authorized WIC foods by scanning barcodes using WIC App (download at the Google Play Store or Apple App Store)<br />o If WIC foods are out of stock at your local authorized grocer, use the WIC Grocer Search to find other stores:<br /><a href=""https://m.wic.ca.gov/Grocers/GrocerSearch.aspx"">https://m.wic.ca.gov/Grocers/GrocerSearch.aspx</a><br />o In-person office visits suspended until April 7th<br />o Apply for WIC by phone<br />o All appointments conducted by phone<br />o Benefits issued remotely<br />Posted: 4/23/2020, 2:19 PM, ar</span></span></span><br /><br /><span style=""color:#FF0000""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">NOTE: Hours of Operation: M - F, 8:30 AM - 5:00 PM<br />Posted: 5/14/2020, 10:14 AM, ar</span></span></span><br /><br />Provides food vouchers for pregnant women and mothers with infants and children up to 5 years old. Offers one-on-one nutritional counseling, and group education on such topics as:<ul>	<li>breastfeeding</li>	<li>lead poisoning</li>	<li>childhood obesity</li></ul><br />Services include:<ul>	<li>Nutritional food vouchers</li>	<li>One-on-one nutritional counseling &amp; group education</li>	<li>Breastfeeding support</li>	<li>Farmers market voucher program</li></ul>",510-535-4110,www.laclinica.org,en,,,,,,,,,"37.778403, -122.216989",,,,,,Program,3521,3493,38904341,1 checked out of 1,1,,,,,2020-07-04 21:47:51
38904342en,38904342,"WIC -  Women, Infants, and Children Program - San Antonio",38898668,LA CLINICA DE LA RAZA INC,2376,ACTIVE,"<span style=""color:#FF0000""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">NOTE: New WIC food choices during COVID-19 Pandemic<br />o Find newly authorized WIC foods by scanning barcodes using WIC App (download at the Google Play Store or Apple App Store)<br />o If WIC foods are out of stock at your local authorized grocer, use the WIC Grocer Search to find other stores:<br /><a href=""https://m.wic.ca.gov/Grocers/GrocerSearch.aspx"">https://m.wic.ca.gov/Grocers/GrocerSearch.aspx</a><br />o In-person office visits suspended until April 7th<br />o Apply for WIC by phone<br />o All appointments conducted by phone<br />o Benefits issued remotely<br />Posted: 4/23/2020, 2:19 PM, ar</span></span></span><br /><br /><span style=""color:#FF0000""><span style=""font-family:arial,helvetica,sans-serif""><span style=""font-size:12px"">NOTE: Hours of Operation: M - F, 8:30 AM - 5:00 PM<br />Posted: 5/14/2020, 10:14 AM, ar</span></span></span><br /><br />Provides food vouchers for pregnant women and mothers with infants and children up to 5 years old. Offers one-on-one nutritional counseling, and group education on such topics as:<ul>	<li>breastfeeding</li>	<li>lead poisoning</li>	<li>childhood obesity</li></ul>",510-272-1500,www.laclinica.org,en,,,,,,,,,"37.79191, -122.24899",,,,,,Program,3521,3493,38904342,1 checked out of 1,1,,,,,2020-07-04 21:47:51
